Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;722;-;-;722;-;-
Wählende;436;60,4 %;-;436;60,4 %;-
Ungültige Stimmen;10;2,3 %;-;5;1,1 %;-
Gültige Stimmen;426;97,7 %;-;431;98,9 %;-
SPD;105;24,6 %;-;112;26,0 %;-
AfD;219;51,4 %;-;198;45,9 %;-
CDU;51;12,0 %;-;34;7,9 %;-
GRÜNE/B 90;3;0,7 %;-;2;0,5 %;-
DIE LINKE;22;5,2 %;-;5;1,2 %;-
BVB / FREIE WÄHLER;18;4,2 %;-;7;1,6 %;-
FDP;7;1,6 %;-;5;1,2 %;-
Tierschutzpartei;-;-;-;8;1,9 %;-
Plus;-;-;-;3;0,7 %;-
BSW;-;-;-;54;12,5 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,5 %;-
EB Hoffmann;1;0,2 %;-;-;-;-
