Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;808;-;-;808;-;-
Wählende;368;45,5 %;-;368;45,5 %;-
Ungültige Stimmen;5;1,4 %;-;2;0,5 %;-
Gültige Stimmen;363;98,6 %;-;366;99,5 %;-
SPD;164;45,2 %;-;143;39,1 %;-
AfD;79;21,8 %;-;74;20,2 %;-
CDU;54;14,9 %;-;38;10,4 %;-
GRÜNE/B 90;22;6,1 %;-;38;10,4 %;-
DIE LINKE;14;3,9 %;-;6;1,6 %;-
BVB / FREIE WÄHLER;20;5,5 %;-;4;1,1 %;-
FDP;4;1,1 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;7;1,9 %;-
Plus;6;1,7 %;-;5;1,4 %;-
BSW;-;-;-;47;12,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
