Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;931;-;-;931;-;-
Wählende;475;51,0 %;-;475;51,0 %;-
Ungültige Stimmen;5;1,1 %;-;4;0,8 %;-
Gültige Stimmen;470;98,9 %;-;471;99,2 %;-
SPD;208;44,3 %;-;197;41,8 %;-
AfD;70;14,9 %;-;65;13,8 %;-
CDU;104;22,1 %;-;83;17,6 %;-
GRÜNE/B 90;38;8,1 %;-;48;10,2 %;-
DIE LINKE;11;2,3 %;-;7;1,5 %;-
BVB / FREIE WÄHLER;20;4,3 %;-;7;1,5 %;-
FDP;14;3,0 %;-;13;2,8 %;-
Tierschutzpartei;-;-;-;6;1,3 %;-
Plus;5;1,1 %;-;3;0,6 %;-
BSW;-;-;-;40;8,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
