Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;347;-;-;347;-;-
Wählende;176;50,7 %;-;176;50,7 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;176;100,0 %;-;176;100,0 %;-
SPD;43;24,4 %;-;32;18,2 %;-
AfD;75;42,6 %;-;73;41,5 %;-
CDU;13;7,4 %;-;10;5,7 %;-
GRÜNE/B 90;4;2,3 %;-;16;9,1 %;-
DIE LINKE;10;5,7 %;-;5;2,8 %;-
BVB / FREIE WÄHLER;27;15,3 %;-;10;5,7 %;-
FDP;2;1,1 %;-;2;1,1 %;-
Tierschutzpartei;-;-;-;5;2,8 %;-
Plus;2;1,1 %;-;0;0,0 %;-
BSW;-;-;-;23;13,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
