Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;854;-;-;854;-;-
Wählende;391;45,8 %;-;391;45,8 %;-
Ungültige Stimmen;5;1,3 %;-;5;1,3 %;-
Gültige Stimmen;386;98,7 %;-;386;98,7 %;-
SPD;114;29,5 %;-;103;26,7 %;-
AfD;172;44,6 %;-;157;40,7 %;-
CDU;28;7,3 %;-;14;3,6 %;-
GRÜNE/B 90;0;0,0 %;-;4;1,0 %;-
DIE LINKE;20;5,2 %;-;17;4,4 %;-
BVB / FREIE WÄHLER;44;11,4 %;-;18;4,7 %;-
FDP;5;1,3 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;15;3,9 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;46;11,9 %;-
III. Weg;-;-;-;3;0,8 %;-
DKP;3;0,8 %;-;0;0,0 %;-
DLW;-;-;-;5;1,3 %;-
WU;-;-;-;0;0,0 %;-
