Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;645;-;-;645;-;-
Wählende;319;49,5 %;-;319;49,5 %;-
Ungültige Stimmen;4;1,3 %;-;3;0,9 %;-
Gültige Stimmen;315;98,7 %;-;316;99,1 %;-
SPD;101;32,1 %;-;84;26,6 %;-
AfD;123;39,0 %;-;115;36,4 %;-
CDU;43;13,7 %;-;27;8,5 %;-
GRÜNE/B 90;8;2,5 %;-;9;2,8 %;-
DIE LINKE;16;5,1 %;-;8;2,5 %;-
BVB / FREIE WÄHLER;20;6,3 %;-;6;1,9 %;-
FDP;4;1,3 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;7;2,2 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;52;16,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;3;0,9 %;-
