Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.259;-;-;1.259;-;-
Wählende;611;48,5 %;-;611.0;48,5 %;-
Ungültige Stimmen;8;1,3 %;-;8.0;1,3 %;-
Gültige Stimmen;603;98,7 %;-;603.0;98,7 %;-
SPD;205;34,0 %;-;180.0;29,9 %;-
AfD;243;40,3 %;-;226.0;37,5 %;-
CDU;80;13,3 %;-;61.0;10,1 %;-
GRÜNE/B 90;7;1,2 %;-;9.0;1,5 %;-
DIE LINKE;21;3,5 %;-;13.0;2,2 %;-
BVB / FREIE WÄHLER;28;4,6 %;-;9.0;1,5 %;-
FDP;6;1,0 %;-;8.0;1,3 %;-
Tierschutzpartei;-;-;-;19.0;3,2 %;-
Plus;13;2,2 %;-;7.0;1,2 %;-
BSW;-;-;-;69.0;11,4 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
