Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;914;-;-;914;-;-
Wählende;500;54,7 %;-;500;54,7 %;-
Ungültige Stimmen;1;0,2 %;-;0;0,0 %;-
Gültige Stimmen;499;99,8 %;-;500;100,0 %;-
SPD;151;30,3 %;-;140;28,0 %;-
AfD;178;35,7 %;-;167;33,4 %;-
CDU;106;21,2 %;-;86;17,2 %;-
GRÜNE/B 90;6;1,2 %;-;13;2,6 %;-
DIE LINKE;25;5,0 %;-;14;2,8 %;-
BVB / FREIE WÄHLER;25;5,0 %;-;7;1,4 %;-
FDP;7;1,4 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;10;2,0 %;-
Plus;-;-;-;3;0,6 %;-
BSW;-;-;-;55;11,0 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,2 %;-;0;0,0 %;-
WU;-;-;-;2;0,4 %;-
