Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;231;-;-;231;-;-
Wählende;140;60,6 %;-;140;60,6 %;-
Ungültige Stimmen;2;1,4 %;-;1;0,7 %;-
Gültige Stimmen;138;98,6 %;-;139;99,3 %;-
SPD;54;39,1 %;-;29;20,9 %;-
AfD;44;31,9 %;-;39;28,1 %;-
CDU;7;5,1 %;-;4;2,9 %;-
GRÜNE/B 90;5;3,6 %;-;14;10,1 %;-
DIE LINKE;21;15,2 %;-;20;14,4 %;-
BVB / FREIE WÄHLER;4;2,9 %;-;3;2,2 %;-
FDP;1;0,7 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;5;3,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;22;15,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;1,4 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;2;1,4 %;-;-;-;-
