Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;369;-;-;369;-;-
Wählende;185;50,1 %;-;185;50,1 %;-
Ungültige Stimmen;2;1,1 %;-;2;1,1 %;-
Gültige Stimmen;183;98,9 %;-;183;98,9 %;-
SPD;53;29,0 %;-;56;30,6 %;-
AfD;61;33,3 %;-;62;33,9 %;-
CDU;18;9,8 %;-;15;8,2 %;-
GRÜNE/B 90;1;0,5 %;-;4;2,2 %;-
DIE LINKE;6;3,3 %;-;2;1,1 %;-
BVB / FREIE WÄHLER;34;18,6 %;-;14;7,7 %;-
FDP;3;1,6 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;7;3,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;19;10,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;7;3,8 %;-;2;1,1 %;-
WU;-;-;-;2;1,1 %;-
