Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.613;-;-;1.613;-;-
Wählende;912;56,5 %;+44;912.0;56,5 %;+44
Ungültige Stimmen;14;1,5 %;+05;5.0;0,5 %;-05
Gültige Stimmen;898;98,5 %;-05;907.0;99,5 %;+05
SPD;239;26,6 %;+72;219.0;24,1 %;+28
AfD;407;45,3 %;+122;380.0;41,9 %;+75
CDU;107;11,9 %;-48;92.0;10,1 %;-50
GRÜNE/B 90;14;1,6 %;-41;15.0;1,7 %;-48
DIE LINKE;41;4,6 %;-74;23.0;2,5 %;-71
BVB / FREIE WÄHLER;54;6,0 %;-19;16.0;1,8 %;-33
FDP;9;1,0 %;-41;2.0;0,2 %;-42
Tierschutzpartei;-;-;-;12.0;1,3 %;-12
Plus;-;-;-;4.0;0,4 %;-06
BSW;-;-;-;130.0;14,3 %;+143
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;0.0;0,0 %;00
DLW;27;3,0 %;+30;12.0;1,3 %;+13
WU;-;-;-;2.0;0,2 %;+02
