Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;208;-;-;208;-;-
Wählende;111;53,4 %;+29;111;53,4 %;+29
Ungültige Stimmen;0;0,0 %;-27;0;0,0 %;-19
Gültige Stimmen;111;100,0 %;+27;111;100,0 %;+19
SPD;35;31,5 %;+81;33;29,7 %;+60
AfD;48;43,2 %;+79;45;40,5 %;+32
CDU;12;10,8 %;-70;8;7,2 %;-94
GRÜNE/B 90;1;0,9 %;-52;1;0,9 %;-30
DIE LINKE;2;1,8 %;-54;3;2,7 %;-39
BVB / FREIE WÄHLER;7;6,3 %;+24;4;3,6 %;+03
FDP;1;0,9 %;-08;1;0,9 %;-13
Tierschutzpartei;5;4,5 %;+45;3;2,7 %;-09
Plus;-;-;-08;1;0,9 %;-13
BSW;-;-;-;10;9,0 %;+90
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,9 %;+09
WU;-;-;-;1;0,9 %;+09
