Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;71;-;-;71;-;-
Wählende;45;63,4 %;-;45;63,4 %;-
Ungültige Stimmen;1;2,2 %;-;2;4,4 %;-
Gültige Stimmen;44;97,8 %;-;43;95,6 %;-
SPD;23;52,3 %;-;18;41,9 %;-
AfD;11;25,0 %;-;12;27,9 %;-
CDU;6;13,6 %;-;2;4,7 %;-
GRÜNE/B 90;0;0,0 %;-;3;7,0 %;-
DIE LINKE;3;6,8 %;-;2;4,7 %;-
BVB / FREIE WÄHLER;1;2,3 %;-;1;2,3 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;5;11,6 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
