Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;696;-;-;696;-;-
Wählende;259;37,2 %;-;259;37,2 %;-
Ungültige Stimmen;5;1,9 %;-;2;0,8 %;-
Gültige Stimmen;254;98,1 %;-;257;99,2 %;-
SPD;78;30,7 %;-;65;25,3 %;-
AfD;120;47,2 %;-;108;42,0 %;-
CDU;15;5,9 %;-;13;5,1 %;-
GRÜNE/B 90;2;0,8 %;-;3;1,2 %;-
DIE LINKE;19;7,5 %;-;8;3,1 %;-
BVB / FREIE WÄHLER;11;4,3 %;-;6;2,3 %;-
FDP;1;0,4 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;7;2,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;41;16,0 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;8;3,1 %;-;3;1,2 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
