Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;659;-;-;659;-;-
Ungültige Stimmen;11;1,7 %;-;5;0,8 %;-
Gültige Stimmen;648;98,3 %;-;654;99,2 %;-
SPD;201;31,0 %;-;217;33,2 %;-
AfD;132;20,4 %;-;110;16,8 %;-
CDU;163;25,2 %;-;112;17,1 %;-
GRÜNE/B 90;23;3,5 %;-;17;2,6 %;-
DIE LINKE;63;9,7 %;-;28;4,3 %;-
BVB / FREIE WÄHLER;57;8,8 %;-;19;2,9 %;-
FDP;9;1,4 %;-;5;0,8 %;-
Tierschutzpartei;-;-;-;18;2,8 %;-
Plus;-;-;-;9;1,4 %;-
BSW;-;-;-;114;17,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;4;0,6 %;-
WU;-;-;-;0;0,0 %;-
