Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;356;-;-;356;-;-
Wählende;226;63,5 %;+149;226;63,5 %;+149
Ungültige Stimmen;5;2,2 %;+22;4;1,8 %;+18
Gültige Stimmen;221;97,8 %;-22;222;98,2 %;-18
SPD;76;34,4 %;+70;68;30,6 %;-09
AfD;102;46,2 %;+229;87;39,2 %;+130
CDU;21;9,5 %;+18;17;7,7 %;-19
GRÜNE/B 90;1;0,5 %;-55;4;1,8 %;-65
DIE LINKE;8;3,6 %;-166;5;2,3 %;-85
BVB / FREIE WÄHLER;5;2,3 %;-55;1;0,5 %;-49
FDP;3;1,4 %;-64;0;0,0 %;-65
Tierschutzpartei;-;-;-;3;1,4 %;+02
Plus;-;-;-;0;0,0 %;00
BSW;-;-;-;33;14,9 %;+149
III. Weg;-;-;-;1;0,5 %;+05
DKP;-;-;-;0;0,0 %;00
DLW;5;2,3 %;+23;3;1,4 %;+14
WU;-;-;-;0;0,0 %;00
