Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.155;-;-;1.155;-;-
Wählende;506;43,8 %;-;506.0;43,8 %;-
Ungültige Stimmen;7;1,4 %;-;8.0;1,6 %;-
Gültige Stimmen;499;98,6 %;-;498.0;98,4 %;-
SPD;163;32,7 %;-;187.0;37,6 %;-
AfD;190;38,1 %;-;178.0;35,7 %;-
CDU;74;14,8 %;-;43.0;8,6 %;-
GRÜNE/B 90;6;1,2 %;-;10.0;2,0 %;-
DIE LINKE;35;7,0 %;-;17.0;3,4 %;-
BVB / FREIE WÄHLER;27;5,4 %;-;6.0;1,2 %;-
FDP;2;0,4 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;7.0;1,4 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;39.0;7,8 %;-
III. Weg;-;-;-;3.0;0,6 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;2;0,4 %;-;3.0;0,6 %;-
WU;-;-;-;0.0;0,0 %;-
