Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;117;-;-;117;-;-
Wählende;75;64,1 %;-;75;64,1 %;-
Ungültige Stimmen;1;1,3 %;-;1;1,3 %;-
Gültige Stimmen;74;98,7 %;-;74;98,7 %;-
SPD;23;31,1 %;-;20;27,0 %;-
AfD;-;-;-;24;32,4 %;-
CDU;17;23,0 %;-;14;18,9 %;-
GRÜNE/B 90;1;1,4 %;-;1;1,4 %;-
DIE LINKE;4;5,4 %;-;1;1,4 %;-
BVB / FREIE WÄHLER;2;2,7 %;-;1;1,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;2;2,7 %;-
BSW;-;-;-;6;8,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;4,1 %;-
WU;-;-;-;2;2,7 %;-
EB Raue;27;36,5 %;-;-;-;-
