Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;298;-;-;298;-;-
Ungültige Stimmen;2;0,7 %;-;1;0,3 %;-
Gültige Stimmen;296;99,3 %;-;297;99,7 %;-
SPD;138;46,6 %;-;97;32,7 %;-
AfD;69;23,3 %;-;64;21,5 %;-
CDU;49;16,6 %;-;48;16,2 %;-
GRÜNE/B 90;4;1,4 %;-;1;0,3 %;-
DIE LINKE;15;5,1 %;-;15;5,1 %;-
BVB / FREIE WÄHLER;18;6,1 %;-;2;0,7 %;-
FDP;2;0,7 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;6;2,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;61;20,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;1;0,3 %;-;-;-;-
