Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.183;-;-;1.183;-;-
Wählende;557;47,1 %;+06;557.0;47,1 %;+06
Ungültige Stimmen;3;0,5 %;-07;7.0;1,3 %;+01
Gültige Stimmen;554;99,5 %;+07;550.0;98,7 %;-01
SPD;215;38,8 %;+154;209.0;38,0 %;+139
AfD;154;27,8 %;+104;139.0;25,3 %;+68
CDU;102;18,4 %;-18;70.0;12,7 %;-45
GRÜNE/B 90;41;7,4 %;-141;58.0;10,5 %;-98
DIE LINKE;8;1,4 %;-50;6.0;1,1 %;-52
BVB / FREIE WÄHLER;27;4,9 %;+11;11.0;2,0 %;-11
FDP;7;1,3 %;-30;8.0;1,5 %;-38
Tierschutzpartei;-;-;-;6.0;1,1 %;-24
Plus;-;-;-;2.0;0,4 %;-11
BSW;-;-;-;39.0;7,1 %;+71
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;1.0;0,2 %;+02
WU;-;-;-;1.0;0,2 %;+02
