Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;206;-;-;206;-;-
Wählende;112;54,4 %;+81;112;54,4 %;+81
Ungültige Stimmen;4;3,6 %;+19;3;2,7 %;+09
Gültige Stimmen;108;96,4 %;-19;109;97,3 %;-09
SPD;42;38,9 %;+44;39;35,8 %;+52
AfD;34;31,5 %;+91;34;31,2 %;+82
CDU;19;17,6 %;+21;10;9,2 %;-62
GRÜNE/B 90;1;0,9 %;-82;1;0,9 %;-77
DIE LINKE;2;1,9 %;-66;1;0,9 %;-79
BVB / FREIE WÄHLER;7;6,5 %;-01;5;4,6 %;+02
FDP;3;2,8 %;-08;1;0,9 %;-36
Tierschutzpartei;-;-;-;1;0,9 %;-23
Plus;-;-;-;1;0,9 %;-02
BSW;-;-;-;15;13,8 %;+138
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,9 %;+09
WU;-;-;-;0;0,0 %;00
