Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;819;-;-;819;-;-
Wählende;452;55,2 %;-;452;55,2 %;-
Ungültige Stimmen;6;1,3 %;-;6;1,3 %;-
Gültige Stimmen;446;98,7 %;-;446;98,7 %;-
SPD;172;38,6 %;-;151;33,9 %;-
AfD;162;36,3 %;-;149;33,4 %;-
CDU;57;12,8 %;-;53;11,9 %;-
GRÜNE/B 90;1;0,2 %;-;13;2,9 %;-
DIE LINKE;27;6,1 %;-;20;4,5 %;-
BVB / FREIE WÄHLER;13;2,9 %;-;6;1,3 %;-
FDP;3;0,7 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;0,9 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;41;9,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;11;2,5 %;-;5;1,1 %;-
WU;-;-;-;2;0,4 %;-
