Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.134;-;-;1.134;-;-
Wählende;514;45,3 %;-;514;45,3 %;-
Ungültige Stimmen;12;2,3 %;-;6;1,2 %;-
Gültige Stimmen;502;97,7 %;-;508;98,8 %;-
SPD;159;31,7 %;-;133;26,2 %;-
AfD;209;41,6 %;-;189;37,2 %;-
CDU;56;11,2 %;-;51;10,0 %;-
GRÜNE/B 90;5;1,0 %;-;10;2,0 %;-
DIE LINKE;21;4,2 %;-;13;2,6 %;-
BVB / FREIE WÄHLER;39;7,8 %;-;16;3,1 %;-
FDP;8;1,6 %;-;5;1,0 %;-
Tierschutzpartei;-;-;-;15;3,0 %;-
Plus;-;-;-;3;0,6 %;-
BSW;-;-;-;66;13,0 %;-
III. Weg;-;-;-;4;0,8 %;-
DKP;1;0,2 %;-;0;0,0 %;-
DLW;-;-;-;3;0,6 %;-
WU;-;-;-;0;0,0 %;-
EB Schamberger;4;0,8 %;-;-;-;-
