Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;11.020;-;-;11.02;-;-
Wählende;9.144;83,0 %;+66;9.144;83,0 %;+66
Ungültige Stimmen;84;0,9 %;+00;51.0;0,6 %;-04
Gültige Stimmen;9.060;99,1 %;-00;9.093;99,4 %;+04
SPD;3.408;37,6 %;+55;3.097;34,1 %;+71
AfD;2.032;22,4 %;+49;1.916;21,1 %;+30
CDU;1.933;21,3 %;+49;1.334;14,7 %;-05
GRÜNE/B 90;521;5,8 %;-109;817.0;9,0 %;-97
DIE LINKE;406;4,5 %;-26;279.0;3,1 %;-45
BVB / FREIE WÄHLER;621;6,9 %;-01;170.0;1,9 %;-27
FDP;139;1,5 %;-17;136.0;1,5 %;-33
Tierschutzpartei;-;-;-;199.0;2,2 %;-05
Plus;-;-;-;89.0;1,0 %;-03
BSW;-;-;-;1.008;11,1 %;+111
III. Weg;-;-;-;7.0;0,1 %;+01
DKP;-;-;-;8.0;0,1 %;+01
DLW;-;-;-;18.0;0,2 %;+02
WU;-;-;-;15.0;0,2 %;+02
