Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;633;-;-;633;-;-
Wählende;409;64,6 %;+77;409;64,6 %;+77
Ungültige Stimmen;8;2,0 %;+17;8;2,0 %;+17
Gültige Stimmen;401;98,0 %;-17;401;98,0 %;-17
SPD;160;39,9 %;+103;105;26,2 %;+20
AfD;182;45,4 %;+44;182;45,4 %;+39
CDU;25;6,2 %;-36;28;7,0 %;-51
GRÜNE/B 90;3;0,7 %;-16;8;2,0 %;-08
DIE LINKE;8;2,0 %;-47;9;2,2 %;-57
BVB / FREIE WÄHLER;20;5,0 %;-25;8;2,0 %;-26
FDP;0;0,0 %;-28;0;0,0 %;-44
Tierschutzpartei;-;-;-;4;1,0 %;-11
Plus;-;-;-03;0;0,0 %;00
BSW;-;-;-;56;14,0 %;+140
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;0;0,0 %;00
Die PARTEI;3;0,7 %;+07;-;-;-
