Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;10.177;-;-;10.177;-;-
Wählende;6.677;65,6 %;+123;6.677;65,6 %;+123
Ungültige Stimmen;113;1,7 %;+04;79.0;1,2 %;-00
Gültige Stimmen;6.564;98,3 %;-04;6.598;98,8 %;+00
SPD;1.782;27,1 %;+128;1.781;27,0 %;+41
AfD;2.593;39,5 %;+135;2.37;35,9 %;+75
CDU;1.299;19,8 %;+85;738.0;11,2 %;-20
GRÜNE/B 90;95;1,4 %;-24;112.0;1,7 %;-41
DIE LINKE;312;4,8 %;-300;194.0;2,9 %;-140
BVB / FREIE WÄHLER;423;6,4 %;-04;173.0;2,6 %;-39
FDP;60;0,9 %;-20;28.0;0,4 %;-31
Tierschutzpartei;-;-;-;121.0;1,8 %;-00
Plus;-;-;-;32.0;0,5 %;-01
BSW;-;-;-;975.0;14,8 %;+148
III. Weg;-;-;-;7.0;0,1 %;+01
DKP;-;-;-;5.0;0,1 %;+01
DLW;-;-;-;42.0;0,6 %;+06
WU;-;-;-;20.0;0,3 %;+03
