Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;385;-;-;385;-;-
Wählende;235;61,0 %;+92;235;61,0 %;+92
Ungültige Stimmen;2;0,9 %;+04;6;2,6 %;+16
Gültige Stimmen;233;99,1 %;-04;229;97,4 %;-16
SPD;63;27,0 %;+18;59;25,8 %;+48
AfD;89;38,2 %;+164;85;37,1 %;+118
CDU;54;23,2 %;-40;39;17,0 %;-113
GRÜNE/B 90;5;2,1 %;-61;6;2,6 %;-76
DIE LINKE;5;2,1 %;-71;1;0,4 %;-49
BVB / FREIE WÄHLER;13;5,6 %;+02;9;3,9 %;+05
FDP;1;0,4 %;-25;1;0,4 %;-44
Tierschutzpartei;-;-;-;0;0,0 %;00
Plus;-;-;-;1;0,4 %;-10
BSW;-;-;-;27;11,8 %;+118
III. Weg;3;1,3 %;+13;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,4 %;+04
WU;-;-;-;0;0,0 %;00
