Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.771;-;-;1.771;-;-
Wählende;817;46,1 %;-;817.0;46,1 %;-
Ungültige Stimmen;17;2,1 %;-;5.0;0,6 %;-
Gültige Stimmen;800;97,9 %;-;812.0;99,4 %;-
SPD;329;41,1 %;-;300.0;36,9 %;-
AfD;308;38,5 %;-;276.0;34,0 %;-
CDU;73;9,1 %;-;67.0;8,3 %;-
GRÜNE/B 90;6;0,8 %;-;10.0;1,2 %;-
DIE LINKE;33;4,1 %;-;19.0;2,3 %;-
BVB / FREIE WÄHLER;39;4,9 %;-;11.0;1,4 %;-
FDP;12;1,5 %;-;6.0;0,7 %;-
Tierschutzpartei;-;-;-;17.0;2,1 %;-
Plus;-;-;-;6.0;0,7 %;-
BSW;-;-;-;95.0;11,7 %;-
III. Weg;-;-;-;1.0;0,1 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,2 %;-
WU;-;-;-;2.0;0,2 %;-
