Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;173;-;-;173;-;-
Wählende;95;54,9 %;+56;95;54,9 %;+56
Ungültige Stimmen;4;4,2 %;+15;1;1,1 %;-10
Gültige Stimmen;91;95,8 %;-15;94;98,9 %;+10
SPD;17;18,7 %;-200;19;20,2 %;-123
AfD;48;52,7 %;+287;44;46,8 %;+209
CDU;19;20,9 %;+14;13;13,8 %;-100
GRÜNE/B 90;0;0,0 %;-31;0;0,0 %;-45
DIE LINKE;7;7,7 %;+11;0;0,0 %;-59
BVB / FREIE WÄHLER;0;0,0 %;-52;0;0,0 %;-42
FDP;0;0,0 %;-28;0;0,0 %;-21
Tierschutzpartei;-;-;-;0;0,0 %;-07
Plus;-;-;-;0;0,0 %;00
BSW;-;-;-;14;14,9 %;+149
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;3,2 %;+32
WU;-;-;-;1;1,1 %;+11
