Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;964;-;-;964;-;-
Wählende;421;43,7 %;-;421;43,7 %;-
Ungültige Stimmen;3;0,7 %;-;2;0,5 %;-
Gültige Stimmen;418;99,3 %;-;419;99,5 %;-
SPD;146;34,9 %;-;141;33,7 %;-
AfD;183;43,8 %;-;169;40,3 %;-
CDU;38;9,1 %;-;23;5,5 %;-
GRÜNE/B 90;7;1,7 %;-;5;1,2 %;-
DIE LINKE;7;1,7 %;-;8;1,9 %;-
BVB / FREIE WÄHLER;24;5,7 %;-;8;1,9 %;-
FDP;0;0,0 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;8;1,9 %;-
Plus;7;1,7 %;-;2;0,5 %;-
BSW;-;-;-;48;11,5 %;-
III. Weg;-;-;-;3;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;1,4 %;-;3;0,7 %;-
WU;-;-;-;0;0,0 %;-
