Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;86;-;-;86;-;-
Wählende;47;54,7 %;+80;47;54,7 %;+80
Ungültige Stimmen;1;2,1 %;-06;2;4,3 %;+23
Gültige Stimmen;46;97,9 %;+06;45;95,7 %;-23
SPD;8;17,4 %;-83;9;20,0 %;-39
AfD;30;65,2 %;+366;30;66,7 %;+370
CDU;3;6,5 %;-99;1;2,2 %;-124
GRÜNE/B 90;0;0,0 %;-32;0;0,0 %;-51
DIE LINKE;2;4,3 %;-128;1;2,2 %;-135
BVB / FREIE WÄHLER;3;6,5 %;-05;1;2,2 %;-33
FDP;0;0,0 %;-19;0;0,0 %;-25
Tierschutzpartei;-;-;-;0;0,0 %;-19
Plus;-;-;-;0;0,0 %;-11
BSW;-;-;-;3;6,7 %;+67
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
