Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;760;-;-;760;-;-
Ungültige Stimmen;9;1,2 %;-;1;0,1 %;-
Gültige Stimmen;751;98,8 %;-;759;99,9 %;-
SPD;261;34,8 %;-;232;30,6 %;-
AfD;179;23,8 %;-;151;19,9 %;-
CDU;167;22,2 %;-;122;16,1 %;-
GRÜNE/B 90;22;2,9 %;-;31;4,1 %;-
DIE LINKE;28;3,7 %;-;12;1,6 %;-
BVB / FREIE WÄHLER;60;8,0 %;-;31;4,1 %;-
FDP;12;1,6 %;-;11;1,4 %;-
Tierschutzpartei;-;-;-;24;3,2 %;-
Plus;9;1,2 %;-;2;0,3 %;-
BSW;-;-;-;137;18,1 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;1;0,1 %;-
DLW;13;1,7 %;-;2;0,3 %;-
WU;-;-;-;2;0,3 %;-
