Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;955;-;-;955;-;-
Wählende;448;46,9 %;-;448;46,9 %;-
Ungültige Stimmen;3;0,7 %;-;1;0,2 %;-
Gültige Stimmen;445;99,3 %;-;447;99,8 %;-
SPD;123;27,6 %;-;119;26,6 %;-
AfD;195;43,8 %;-;183;40,9 %;-
CDU;57;12,8 %;-;35;7,8 %;-
GRÜNE/B 90;5;1,1 %;-;12;2,7 %;-
DIE LINKE;17;3,8 %;-;5;1,1 %;-
BVB / FREIE WÄHLER;48;10,8 %;-;19;4,3 %;-
FDP;0;0,0 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;6;1,3 %;-
Plus;-;-;-;5;1,1 %;-
BSW;-;-;-;57;12,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;1;0,2 %;-
