Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.093;-;-;1.093;-;-
Wählende;430;39,3 %;-;430.0;39,3 %;-
Ungültige Stimmen;9;2,1 %;-;6.0;1,4 %;-
Gültige Stimmen;421;97,9 %;-;424.0;98,6 %;-
SPD;148;35,2 %;-;136.0;32,1 %;-
AfD;197;46,8 %;-;171.0;40,3 %;-
CDU;38;9,0 %;-;28.0;6,6 %;-
GRÜNE/B 90;1;0,2 %;-;2.0;0,5 %;-
DIE LINKE;9;2,1 %;-;6.0;1,4 %;-
BVB / FREIE WÄHLER;23;5,5 %;-;13.0;3,1 %;-
FDP;4;1,0 %;-;2.0;0,5 %;-
Tierschutzpartei;-;-;-;3.0;0,7 %;-
Plus;-;-;-;3.0;0,7 %;-
BSW;-;-;-;57.0;13,4 %;-
III. Weg;1;0,2 %;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,5 %;-
WU;-;-;-;1.0;0,2 %;-
