Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;760;-;-;760;-;-
Wählende;375;49,3 %;-;375;49,3 %;-
Ungültige Stimmen;5;1,3 %;-;5;1,3 %;-
Gültige Stimmen;370;98,7 %;-;370;98,7 %;-
SPD;91;24,6 %;-;88;23,8 %;-
AfD;164;44,3 %;-;145;39,2 %;-
CDU;42;11,4 %;-;30;8,1 %;-
GRÜNE/B 90;10;2,7 %;-;4;1,1 %;-
DIE LINKE;22;5,9 %;-;13;3,5 %;-
BVB / FREIE WÄHLER;23;6,2 %;-;7;1,9 %;-
FDP;3;0,8 %;-;2;0,5 %;-
Tierschutzpartei;15;4,1 %;-;11;3,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;67;18,1 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
