Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.276;-;-;1.276;-;-
Wählende;490;38,4 %;-;490.0;38,4 %;-
Ungültige Stimmen;7;1,4 %;-;5.0;1,0 %;-
Gültige Stimmen;483;98,6 %;-;485.0;99,0 %;-
SPD;177;36,6 %;-;155.0;32,0 %;-
AfD;171;35,4 %;-;156.0;32,2 %;-
CDU;70;14,5 %;-;46.0;9,5 %;-
GRÜNE/B 90;10;2,1 %;-;14.0;2,9 %;-
DIE LINKE;18;3,7 %;-;10.0;2,1 %;-
BVB / FREIE WÄHLER;23;4,8 %;-;10.0;2,1 %;-
FDP;14;2,9 %;-;7.0;1,4 %;-
Tierschutzpartei;-;-;-;9.0;1,9 %;-
Plus;-;-;-;0.0;0,0 %;-
BSW;-;-;-;70.0;14,4 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;5.0;1,0 %;-
WU;-;-;-;2.0;0,4 %;-
