Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;633;-;-;633;-;-
Ungültige Stimmen;16;2,5 %;-;4;0,6 %;-
Gültige Stimmen;617;97,5 %;-;629;99,4 %;-
SPD;254;41,2 %;-;207;32,9 %;-
AfD;82;13,3 %;-;68;10,8 %;-
CDU;102;16,5 %;-;88;14,0 %;-
GRÜNE/B 90;52;8,4 %;-;57;9,1 %;-
DIE LINKE;63;10,2 %;-;36;5,7 %;-
BVB / FREIE WÄHLER;24;3,9 %;-;8;1,3 %;-
FDP;10;1,6 %;-;5;0,8 %;-
Tierschutzpartei;-;-;-;23;3,7 %;-
Plus;30;4,9 %;-;22;3,5 %;-
BSW;-;-;-;109;17,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;0,3 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;2;0,3 %;-
