Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;147;-;-;147;-;-
Wählende;109;74,1 %;-;109;74,1 %;-
Ungültige Stimmen;2;1,8 %;-;1;0,9 %;-
Gültige Stimmen;107;98,2 %;-;108;99,1 %;-
SPD;44;41,1 %;-;41;38,0 %;-
AfD;33;30,8 %;-;32;29,6 %;-
CDU;8;7,5 %;-;5;4,6 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;-;-;-;1;0,9 %;-
BVB / FREIE WÄHLER;20;18,7 %;-;7;6,5 %;-
FDP;2;1,9 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;5,6 %;-
Plus;-;-;-;1;0,9 %;-
BSW;-;-;-;15;13,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
