Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;451;-;-;451;-;-
Ungültige Stimmen;2;0,4 %;-;0;0,0 %;-
Gültige Stimmen;449;99,6 %;-;451;100,0 %;-
SPD;142;31,6 %;-;147;32,6 %;-
AfD;71;15,8 %;-;76;16,9 %;-
CDU;130;29,0 %;-;73;16,2 %;-
GRÜNE/B 90;18;4,0 %;-;25;5,5 %;-
DIE LINKE;31;6,9 %;-;16;3,5 %;-
BVB / FREIE WÄHLER;32;7,1 %;-;11;2,4 %;-
FDP;9;2,0 %;-;6;1,3 %;-
Tierschutzpartei;-;-;-;9;2,0 %;-
Plus;16;3,6 %;-;10;2,2 %;-
BSW;-;-;-;78;17,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
