Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;712;-;-;712;-;-
Wählende;387;54,4 %;-;387;54,4 %;-
Ungültige Stimmen;2;0,5 %;-;0;0,0 %;-
Gültige Stimmen;385;99,5 %;-;387;100,0 %;-
SPD;114;29,6 %;-;104;26,9 %;-
AfD;151;39,2 %;-;137;35,4 %;-
CDU;67;17,4 %;-;50;12,9 %;-
GRÜNE/B 90;7;1,8 %;-;7;1,8 %;-
DIE LINKE;11;2,9 %;-;7;1,8 %;-
BVB / FREIE WÄHLER;28;7,3 %;-;13;3,4 %;-
FDP;5;1,3 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;10;2,6 %;-
Plus;2;0,5 %;-;3;0,8 %;-
BSW;-;-;-;52;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
