Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;567;-;-;567;-;-
Ungültige Stimmen;9;1,6 %;-;4;0,7 %;-
Gültige Stimmen;558;98,4 %;-;563;99,3 %;-
SPD;139;24,9 %;-;153;27,2 %;-
AfD;104;18,6 %;-;92;16,3 %;-
CDU;80;14,3 %;-;89;15,8 %;-
GRÜNE/B 90;34;6,1 %;-;32;5,7 %;-
DIE LINKE;54;9,7 %;-;34;6,0 %;-
BVB / FREIE WÄHLER;99;17,7 %;-;25;4,4 %;-
FDP;14;2,5 %;-;4;0,7 %;-
Tierschutzpartei;-;-;-;17;3,0 %;-
Plus;-;-;-;9;1,6 %;-
BSW;-;-;-;97;17,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;34;6,1 %;-;9;1,6 %;-
WU;-;-;-;1;0,2 %;-
