Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;381;-;-;381;-;-
Wählende;194;50,9 %;+43;194;50,9 %;+43
Ungültige Stimmen;3;1,5 %;-31;3;1,5 %;-05
Gültige Stimmen;191;98,5 %;+31;191;98,5 %;+05
SPD;69;36,1 %;+49;66;34,6 %;+05
AfD;85;44,5 %;+144;74;38,7 %;+110
CDU;14;7,3 %;-56;9;4,7 %;-63
GRÜNE/B 90;0;0,0 %;-43;1;0,5 %;-21
DIE LINKE;6;3,1 %;-71;2;1,0 %;-89
BVB / FREIE WÄHLER;11;5,8 %;-12;2;1,0 %;-52
FDP;2;1,0 %;-33;2;1,0 %;-31
Tierschutzpartei;-;-;-;5;2,6 %;-16
Plus;2;1,0 %;+10;0;0,0 %;00
BSW;-;-;-;28;14,7 %;+147
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;2;1,0 %;+10;1;0,5 %;+05
WU;-;-;-;1;0,5 %;+05
