Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;962;-;-;962;-;-
Wählende;502;52,2 %;-;502;52,2 %;-
Ungültige Stimmen;10;2,0 %;-;5;1,0 %;-
Gültige Stimmen;492;98,0 %;-;497;99,0 %;-
SPD;194;39,4 %;-;151;30,4 %;-
AfD;161;32,7 %;-;141;28,4 %;-
CDU;57;11,6 %;-;45;9,1 %;-
GRÜNE/B 90;12;2,4 %;-;26;5,2 %;-
DIE LINKE;27;5,5 %;-;14;2,8 %;-
BVB / FREIE WÄHLER;18;3,7 %;-;7;1,4 %;-
FDP;8;1,6 %;-;8;1,6 %;-
Tierschutzpartei;-;-;-;10;2,0 %;-
Plus;15;3,0 %;-;8;1,6 %;-
BSW;-;-;-;80;16,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,8 %;-
WU;-;-;-;3;0,6 %;-
