Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;597;-;-;597;-;-
Ungültige Stimmen;3;0,5 %;-;4;0,7 %;-
Gültige Stimmen;594;99,5 %;-;593;99,3 %;-
SPD;196;33,0 %;-;171;28,8 %;-
AfD;110;18,5 %;-;90;15,2 %;-
CDU;135;22,7 %;-;106;17,9 %;-
GRÜNE/B 90;15;2,5 %;-;35;5,9 %;-
DIE LINKE;74;12,5 %;-;25;4,2 %;-
BVB / FREIE WÄHLER;50;8,4 %;-;23;3,9 %;-
FDP;3;0,5 %;-;6;1,0 %;-
Tierschutzpartei;-;-;-;10;1,7 %;-
Plus;11;1,9 %;-;7;1,2 %;-
BSW;-;-;-;118;19,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
