Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;926;-;-;926;-;-
Wählende;405;43,7 %;-;405;43,7 %;-
Ungültige Stimmen;2;0,5 %;-;2;0,5 %;-
Gültige Stimmen;403;99,5 %;-;403;99,5 %;-
SPD;159;39,5 %;-;156;38,7 %;-
AfD;114;28,3 %;-;102;25,3 %;-
CDU;83;20,6 %;-;60;14,9 %;-
GRÜNE/B 90;8;2,0 %;-;18;4,5 %;-
DIE LINKE;11;2,7 %;-;11;2,7 %;-
BVB / FREIE WÄHLER;11;2,7 %;-;4;1,0 %;-
FDP;8;2,0 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;8;2,0 %;-
Plus;9;2,2 %;-;5;1,2 %;-
BSW;-;-;-;36;8,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
