Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.094;-;-;1.094;-;-
Wählende;439;40,1 %;-;439.0;40,1 %;-
Ungültige Stimmen;4;0,9 %;-;3.0;0,7 %;-
Gültige Stimmen;435;99,1 %;-;436.0;99,3 %;-
SPD;154;35,4 %;-;128.0;29,4 %;-
AfD;188;43,2 %;-;177.0;40,6 %;-
CDU;41;9,4 %;-;38.0;8,7 %;-
GRÜNE/B 90;5;1,1 %;-;7.0;1,6 %;-
DIE LINKE;14;3,2 %;-;10.0;2,3 %;-
BVB / FREIE WÄHLER;15;3,4 %;-;6.0;1,4 %;-
FDP;3;0,7 %;-;2.0;0,5 %;-
Tierschutzpartei;15;3,4 %;-;12.0;2,8 %;-
Plus;-;-;-;6.0;1,4 %;-
BSW;-;-;-;49.0;11,2 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
