Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;454;-;-;454;-;-
Wählende;218;48,0 %;-;218;48,0 %;-
Ungültige Stimmen;1;0,5 %;-;1;0,5 %;-
Gültige Stimmen;217;99,5 %;-;217;99,5 %;-
SPD;72;33,2 %;-;71;32,7 %;-
AfD;95;43,8 %;-;84;38,7 %;-
CDU;21;9,7 %;-;24;11,1 %;-
GRÜNE/B 90;2;0,9 %;-;2;0,9 %;-
DIE LINKE;13;6,0 %;-;3;1,4 %;-
BVB / FREIE WÄHLER;12;5,5 %;-;2;0,9 %;-
FDP;1;0,5 %;-;2;0,9 %;-
Tierschutzpartei;-;-;-;6;2,8 %;-
Plus;-;-;-;2;0,9 %;-
BSW;-;-;-;20;9,2 %;-
III. Weg;-;-;-;1;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,5 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
