Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.070;-;-;1.07;-;-
Wählende;581;54,3 %;-;581.0;54,3 %;-
Ungültige Stimmen;15;2,6 %;-;12.0;2,1 %;-
Gültige Stimmen;566;97,4 %;-;569.0;97,9 %;-
SPD;245;43,3 %;-;207.0;36,4 %;-
AfD;147;26,0 %;-;135.0;23,7 %;-
CDU;100;17,7 %;-;73.0;12,8 %;-
GRÜNE/B 90;22;3,9 %;-;40.0;7,0 %;-
DIE LINKE;21;3,7 %;-;24.0;4,2 %;-
BVB / FREIE WÄHLER;21;3,7 %;-;9.0;1,6 %;-
FDP;8;1,4 %;-;8.0;1,4 %;-
Tierschutzpartei;-;-;-;8.0;1,4 %;-
Plus;-;-;-;7.0;1,2 %;-
BSW;-;-;-;57.0;10,0 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;2;0,4 %;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
