Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;591;-;-;591;-;-
Ungültige Stimmen;4;0,7 %;+03;2;0,3 %;-00
Gültige Stimmen;587;99,3 %;-03;589;99,7 %;+00
SPD;151;25,7 %;-24;179;30,4 %;+05
AfD;122;20,8 %;+59;99;16,8 %;+22
CDU;173;29,5 %;+93;77;13,1 %;-46
GRÜNE/B 90;27;4,6 %;-114;38;6,5 %;-88
DIE LINKE;51;8,7 %;-52;29;4,9 %;-62
BVB / FREIE WÄHLER;57;9,7 %;+48;28;4,8 %;-05
FDP;6;1,0 %;-11;2;0,3 %;-14
Tierschutzpartei;-;-;-;8;1,4 %;-14
Plus;-;-;-;4;0,7 %;-07
BSW;-;-;-;120;20,4 %;+204
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;0,5 %;+05
WU;-;-;-;2;0,3 %;+03
