Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.090;-;-;1.09;-;-
Wählende;628;57,6 %;-;628.0;57,6 %;-
Ungültige Stimmen;7;1,1 %;-;7.0;1,1 %;-
Gültige Stimmen;621;98,9 %;-;621.0;98,9 %;-
SPD;131;21,1 %;-;151.0;24,3 %;-
AfD;260;41,9 %;-;247.0;39,8 %;-
CDU;127;20,5 %;-;80.0;12,9 %;-
GRÜNE/B 90;9;1,4 %;-;12.0;1,9 %;-
DIE LINKE;-;-;-;13.0;2,1 %;-
BVB / FREIE WÄHLER;90;14,5 %;-;38.0;6,1 %;-
FDP;4;0,6 %;-;2.0;0,3 %;-
Tierschutzpartei;-;-;-;12.0;1,9 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;57.0;9,2 %;-
III. Weg;-;-;-;2.0;0,3 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;4.0;0,6 %;-
WU;-;-;-;2.0;0,3 %;-
