Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;883;-;-;883;-;-
Ungültige Stimmen;12;1,4 %;-;4;0,5 %;-
Gültige Stimmen;871;98,6 %;-;879;99,5 %;-
SPD;262;30,1 %;-;266;30,3 %;-
AfD;183;21,0 %;-;154;17,5 %;-
CDU;155;17,8 %;-;116;13,2 %;-
GRÜNE/B 90;36;4,1 %;-;40;4,6 %;-
DIE LINKE;79;9,1 %;-;32;3,6 %;-
BVB / FREIE WÄHLER;110;12,6 %;-;33;3,8 %;-
FDP;20;2,3 %;-;8;0,9 %;-
Tierschutzpartei;-;-;-;16;1,8 %;-
Plus;26;3,0 %;-;14;1,6 %;-
BSW;-;-;-;196;22,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,3 %;-
WU;-;-;-;1;0,1 %;-
