Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.438;-;-;1.438;-;-
Wählende;570;39,6 %;-;570.0;39,6 %;-
Ungültige Stimmen;13;2,3 %;-;14.0;2,5 %;-
Gültige Stimmen;557;97,7 %;-;556.0;97,5 %;-
SPD;251;45,1 %;-;205.0;36,9 %;-
AfD;149;26,8 %;-;128.0;23,0 %;-
CDU;66;11,8 %;-;62.0;11,2 %;-
GRÜNE/B 90;25;4,5 %;-;46.0;8,3 %;-
DIE LINKE;20;3,6 %;-;14.0;2,5 %;-
BVB / FREIE WÄHLER;16;2,9 %;-;12.0;2,2 %;-
FDP;30;5,4 %;-;10.0;1,8 %;-
Tierschutzpartei;-;-;-;8.0;1,4 %;-
Plus;-;-;-;6.0;1,1 %;-
BSW;-;-;-;64.0;11,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
