Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;957;-;-;957;-;-
Wählende;387;40,4 %;-;387;40,4 %;-
Ungültige Stimmen;7;1,8 %;-;4;1,0 %;-
Gültige Stimmen;380;98,2 %;-;383;99,0 %;-
SPD;126;33,2 %;-;119;31,1 %;-
AfD;140;36,8 %;-;137;35,8 %;-
CDU;34;8,9 %;-;22;5,7 %;-
GRÜNE/B 90;7;1,8 %;-;12;3,1 %;-
DIE LINKE;44;11,6 %;-;35;9,1 %;-
BVB / FREIE WÄHLER;20;5,3 %;-;6;1,6 %;-
FDP;9;2,4 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;12;3,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;35;9,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;0;0,0 %;-;-;-;-
