Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;945;-;-;945;-;-
Wählende;422;44,7 %;-;422;44,7 %;-
Ungültige Stimmen;10;2,4 %;-;8;1,9 %;-
Gültige Stimmen;412;97,6 %;-;414;98,1 %;-
SPD;147;35,7 %;-;137;33,1 %;-
AfD;185;44,9 %;-;157;37,9 %;-
CDU;34;8,3 %;-;22;5,3 %;-
GRÜNE/B 90;4;1,0 %;-;5;1,2 %;-
DIE LINKE;26;6,3 %;-;13;3,1 %;-
BVB / FREIE WÄHLER;9;2,2 %;-;2;0,5 %;-
FDP;7;1,7 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;17;4,1 %;-
Plus;-;-;-;3;0,7 %;-
BSW;-;-;-;53;12,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,5 %;-
