Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;4.437;-;-;4.437;-;-
Wählende;2.253;50,8 %;+74;2.253;50,8 %;+74
Ungültige Stimmen;28;1,2 %;-00;13.0;0,6 %;-03
Gültige Stimmen;2.225;98,8 %;+00;2.24;99,4 %;+03
SPD;658;29,6 %;+42;588.0;26,2 %;-04
AfD;949;42,7 %;+159;844.0;37,7 %;+112
CDU;254;11,4 %;-33;198.0;8,8 %;-56
GRÜNE/B 90;35;1,6 %;-74;48.0;2,1 %;-64
DIE LINKE;138;6,2 %;-78;41.0;1,8 %;-105
BVB / FREIE WÄHLER;148;6,7 %;-08;53.0;2,4 %;-32
FDP;43;1,9 %;-08;20.0;0,9 %;-14
Tierschutzpartei;-;-;-;62.0;2,8 %;+08
Plus;-;-;-;18.0;0,8 %;-05
BSW;-;-;-;346.0;15,4 %;+154
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;2.0;0,1 %;+01
DLW;-;-;-;14.0;0,6 %;+06
WU;-;-;-;6.0;0,3 %;+03
