Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.094;-;-;1.094;-;-
Ungültige Stimmen;13;1,2 %;-;5.0;0,5 %;-
Gültige Stimmen;1.081;98,8 %;-;1.089;99,5 %;-
SPD;222;20,5 %;-;257.0;23,6 %;-
AfD;252;23,3 %;-;220.0;20,2 %;-
CDU;314;29,0 %;-;166.0;15,2 %;-
GRÜNE/B 90;47;4,3 %;-;54.0;5,0 %;-
DIE LINKE;78;7,2 %;-;28.0;2,6 %;-
BVB / FREIE WÄHLER;153;14,2 %;-;64.0;5,9 %;-
FDP;15;1,4 %;-;15.0;1,4 %;-
Tierschutzpartei;-;-;-;32.0;2,9 %;-
Plus;-;-;-;21.0;1,9 %;-
BSW;-;-;-;223.0;20,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;2.0;0,2 %;-
DLW;-;-;-;5.0;0,5 %;-
WU;-;-;-;2.0;0,2 %;-
