Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;635;-;-;635;-;-
Ungültige Stimmen;5;0,8 %;-;0;0,0 %;-
Gültige Stimmen;630;99,2 %;-;635;100,0 %;-
SPD;216;34,3 %;-;220;34,6 %;-
AfD;93;14,8 %;-;72;11,3 %;-
CDU;146;23,2 %;-;119;18,7 %;-
GRÜNE/B 90;48;7,6 %;-;32;5,0 %;-
DIE LINKE;56;8,9 %;-;27;4,3 %;-
BVB / FREIE WÄHLER;60;9,5 %;-;13;2,0 %;-
FDP;11;1,7 %;-;12;1,9 %;-
Tierschutzpartei;-;-;-;11;1,7 %;-
Plus;-;-;-;8;1,3 %;-
BSW;-;-;-;119;18,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
