Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;223;-;-;223;-;-
Wählende;129;57,8 %;-;129;57,8 %;-
Ungültige Stimmen;2;1,6 %;-;0;0,0 %;-
Gültige Stimmen;127;98,4 %;-;129;100,0 %;-
SPD;32;25,2 %;-;28;21,7 %;-
AfD;63;49,6 %;-;59;45,7 %;-
CDU;20;15,7 %;-;9;7,0 %;-
GRÜNE/B 90;1;0,8 %;-;3;2,3 %;-
DIE LINKE;4;3,1 %;-;3;2,3 %;-
BVB / FREIE WÄHLER;7;5,5 %;-;2;1,6 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,8 %;-
Plus;-;-;-;1;0,8 %;-
BSW;-;-;-;21;16,3 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,6 %;-
WU;-;-;-;0;0,0 %;-
