Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;231;-;-;231;-;-
Wählende;148;64,1 %;-;148;64,1 %;-
Ungültige Stimmen;5;3,4 %;-;4;2,7 %;-
Gültige Stimmen;143;96,6 %;-;144;97,3 %;-
SPD;65;45,5 %;-;60;41,7 %;-
AfD;48;33,6 %;-;45;31,2 %;-
CDU;16;11,2 %;-;10;6,9 %;-
GRÜNE/B 90;1;0,7 %;-;3;2,1 %;-
DIE LINKE;3;2,1 %;-;3;2,1 %;-
BVB / FREIE WÄHLER;6;4,2 %;-;4;2,8 %;-
FDP;1;0,7 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;1;0,7 %;-;0;0,0 %;-
BSW;-;-;-;16;11,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;1,4 %;-;1;0,7 %;-
WU;-;-;-;0;0,0 %;-
