Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;996;-;-;996;-;-
Wählende;484;48,6 %;-;484;48,6 %;-
Ungültige Stimmen;6;1,2 %;-;3;0,6 %;-
Gültige Stimmen;478;98,8 %;-;481;99,4 %;-
SPD;147;30,8 %;-;132;27,4 %;-
AfD;189;39,5 %;-;176;36,6 %;-
CDU;61;12,8 %;-;48;10,0 %;-
GRÜNE/B 90;7;1,5 %;-;7;1,5 %;-
DIE LINKE;27;5,6 %;-;12;2,5 %;-
BVB / FREIE WÄHLER;35;7,3 %;-;12;2,5 %;-
FDP;11;2,3 %;-;4;0,8 %;-
Tierschutzpartei;-;-;-;14;2,9 %;-
Plus;-;-;-;6;1,2 %;-
BSW;-;-;-;67;13,9 %;-
III. Weg;-;-;-;3;0,6 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;1;0,2 %;-;-;-;-
