Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;699;-;-;699;-;-
Wählende;340;48,6 %;-;340;48,6 %;-
Ungültige Stimmen;5;1,5 %;-;2;0,6 %;-
Gültige Stimmen;335;98,5 %;-;338;99,4 %;-
SPD;138;41,2 %;-;110;32,5 %;-
AfD;74;22,1 %;-;66;19,5 %;-
CDU;36;10,7 %;-;32;9,5 %;-
GRÜNE/B 90;26;7,8 %;-;36;10,7 %;-
DIE LINKE;26;7,8 %;-;26;7,7 %;-
BVB / FREIE WÄHLER;13;3,9 %;-;5;1,5 %;-
FDP;11;3,3 %;-;7;2,1 %;-
Tierschutzpartei;-;-;-;11;3,3 %;-
Plus;11;3,3 %;-;6;1,8 %;-
BSW;-;-;-;37;10,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
EB Müller;0;0,0 %;-;-;-;-
