Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;405;-;-;405;-;-
Wählende;233;57,5 %;-;233;57,5 %;-
Ungültige Stimmen;4;1,7 %;-;2;0,9 %;-
Gültige Stimmen;229;98,3 %;-;231;99,1 %;-
SPD;62;27,1 %;-;44;19,0 %;-
AfD;117;51,1 %;-;107;46,3 %;-
CDU;30;13,1 %;-;25;10,8 %;-
GRÜNE/B 90;3;1,3 %;-;5;2,2 %;-
DIE LINKE;6;2,6 %;-;2;0,9 %;-
BVB / FREIE WÄHLER;8;3,5 %;-;1;0,4 %;-
FDP;3;1,3 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;5;2,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;40;17,3 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
