Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;682;-;-;682;-;-
Ungültige Stimmen;2;0,3 %;-;2;0,3 %;-
Gültige Stimmen;680;99,7 %;-;680;99,7 %;-
SPD;238;35,0 %;-;237;34,9 %;-
AfD;47;6,9 %;-;45;6,6 %;-
CDU;104;15,3 %;-;103;15,1 %;-
GRÜNE/B 90;179;26,3 %;-;154;22,6 %;-
DIE LINKE;46;6,8 %;-;34;5,0 %;-
BVB / FREIE WÄHLER;27;4,0 %;-;8;1,2 %;-
FDP;17;2,5 %;-;13;1,9 %;-
Tierschutzpartei;22;3,2 %;-;8;1,2 %;-
Plus;-;-;-;9;1,3 %;-
BSW;-;-;-;67;9,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,3 %;-
