Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.079;-;-;1.079;-;-
Wählende;494;45,8 %;-;494;45,8 %;-
Ungültige Stimmen;16;3,2 %;-;9;1,8 %;-
Gültige Stimmen;478;96,8 %;-;485;98,2 %;-
SPD;189;39,5 %;-;165;34,0 %;-
AfD;169;35,4 %;-;157;32,4 %;-
CDU;46;9,6 %;-;33;6,8 %;-
GRÜNE/B 90;7;1,5 %;-;14;2,9 %;-
DIE LINKE;24;5,0 %;-;17;3,5 %;-
BVB / FREIE WÄHLER;26;5,4 %;-;8;1,6 %;-
FDP;5;1,0 %;-;6;1,2 %;-
Tierschutzpartei;-;-;-;17;3,5 %;-
Plus;-;-;-;4;0,8 %;-
BSW;-;-;-;60;12,4 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;9;1,9 %;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
EB Schamberger;3;0,6 %;-;-;-;-
